"DATAH","SECONDS","NANOSECONDS","NDX","DIAG","REMARK","DATE","TIME","H2O","CO2","CH4","CAVITY_P","CAVITY_T","LASER_PHASE_P","LASER_T","RESIDUAL","RING_DOWN_TIME","THERMAL_ENCLOSURE_T","PHASE_ERROR","LASER_T_SHIFT","INPUT_VOLTAGE","CHK","DATETIME","time_CST","REMARK_ID","time_elapsed","RATE_CO2","RATE_CH4","Site","Treatment","RATE_CO2_molmol","RATE_CH4_molmol","CO2_flux.mol.s","CH4_flux.mol.s","CO2_flux.mol.m2.s","CH4_flux.mol.m2.s","CO2_flux.umol.m2.s","CH4_flux.umol.m2.s","Q1","Q3","IQR","is_outlier_ch4","is_outlier_co2"
"DATA",1736672938,686656951,1675,0,"S4CONVEF1","2025-01-12","09:08:58",23426.727,417.7579,1976.5149,39.1458,55.001,27.7442,37.6596,0.00406532,12.118,54.5005,-92,-0.51232,15.464,180,2025-01-12 09:08:58,2025-01-12 09:08:58,"1",0.216666666666667,1.68133,0.110799999999927,"S4","Control",1.68133e-06,1.10799999999927e-10,3.1194178941004e-08,2.0557029415171e-12,4.40083870540466e-06,2.90016194654536e-10,4.40083870540466,0.000290016194654536,5.00628677386708,7.49631661264793,2.49002983878085,FALSE,FALSE
"DATA",1736672939,686656951,1679,0,"S4CONVEF1","2025-01-12","09:08:59",23436.557,418.99026,1976.7195,39.1462,55.001,27.7417,37.6594,0.00407155,12.1188,54.5005,-8.5,-0.51232,15.464,83,2025-01-12 09:08:59,2025-01-12 09:08:59,"1",0.233333333333333,1.23235999999997,0.204600000000028,"S4","Control",1.23235999999997e-06,2.04600000000028e-10,2.28643147744552e-08,3.79600019706439e-12,3.22567109787629e-06,5.35535319732541e-10,3.22567109787629,0.000535535319732541,5.00628677386708,7.49631661264793,2.49002983878085,FALSE,FALSE
"DATA",1736672940,686346054,1683,0,"S4CONVEF1","2025-01-12","09:09:00",23445.707,419.86298,1977.0114,39.1454,55.001,27.7405,37.6598,0.00409349,12.1181,54.5005,-93.5,-0.51232,15.464,91,2025-01-12 09:09:00,2025-01-12 09:09:00,"1",0.25,0.872720000000015,0.291900000000169,"S4","Control",8.72720000000015e-07,2.91900000000169e-10,1.61918147213179e-08,5.41570116091684e-12,2.2843225036018e-06,7.64040859384154e-10,2.2843225036018,0.000764040859384154,5.00628677386708,7.49631661264793,2.49002983878085,FALSE,FALSE
"DATA",1736672941,686346054,1687,0,"S4CONVEF1","2025-01-12","09:09:01",23456.193,422.41595,1977.0712,39.1454,55.001,27.7368,37.6587,0.0040853,12.1179,54.5005,-77,-0.513107,15.4636,51,2025-01-12 09:09:01,2025-01-12 09:09:01,"1",0.266666666666667,2.55297000000002,0.0597999999999956,"S4","Control",2.55297000000002e-06,5.97999999999956e-11,4.73659561246247e-08,1.10948588359923e-12,6.68233433635097e-06,1.5652498592375e-10,6.68233433635097,0.00015652498592375,5.00628677386708,7.49631661264793,2.49002983878085,FALSE,FALSE
"DATA",1736672942,686346054,1691,0,"S4CONVEF1","2025-01-12","09:09:02",23463.969,425.14609,1977.1876,39.1442,55.0014,27.7351,37.6583,0.00408335,12.1183,54.5005,-20,-0.513107,15.4632,135,2025-01-12 09:09:02,2025-01-12 09:09:02,"1",0.283333333333333,2.73014000000001,0.116399999999885,"S4","Control",2.73014000000001e-06,1.16399999999885e-10,5.06530399707331e-08,2.15960128513098e-12,7.1460723255836e-06,3.04674052868024e-10,7.1460723255836,0.000304674052868024,5.00628677386708,7.49631661264793,2.49002983878085,FALSE,FALSE
"DATA",1736672943,686346054,1695,0,"S4CONVEF1","2025-01-12","09:09:03",23476.67,426.45819,1977.3987,39.145,55.0018,27.7331,37.6587,0.00408015,12.1181,54.5005,0.25,-0.513107,15.4628,108,2025-01-12 09:09:03,2025-01-12 09:09:03,"1",0.3,1.31209999999999,0.211099999999988,"S4","Control",1.31209999999999e-06,2.11099999999988e-10,2.43437529744255e-08,3.91659648875922e-12,3.43438852893922e-06,5.52548905158932e-10,3.43438852893922,0.000552548905158932,5.00628677386708,7.49631661264793,2.49002983878085,FALSE,FALSE
"DATA",1736672944,686346054,1699,0,"S4CONVEF1","2025-01-12","09:09:04",23484.221,428.60651,1977.6799,39.1454,55.0018,27.731,37.6587,0.00408413,12.1178,54.5005,-67.25,-0.513107,15.4632,4,2025-01-12 09:09:04,2025-01-12 09:09:04,"1",0.316666666666667,2.14832000000001,0.281200000000126,"S4","Control",2.14832000000001e-06,2.81200000000126e-10,3.98583731346838e-08,5.21718111150948e-12,5.62317320668457e-06,7.3603388029735e-10,5.62317320668457,0.00073603388029735,5.00628677386708,7.49631661264793,2.49002983878085,FALSE,FALSE
"DATA",1736672945,686346054,1703,0,"S4CONVEF1","2025-01-12","09:09:05",23492.908,429.5748,1977.326,39.1458,55.0018,27.731,37.6587,0.00409038,12.1175,54.5005,-73.5,-0.513107,15.4632,102,2025-01-12 09:09:05,2025-01-12 09:09:05,"1",0.333333333333333,0.968289999999968,-0.353900000000067,"S4","Control",9.68289999999968e-07,-3.53900000000067e-10,1.79649512747549e-08,-6.56600425093431e-12,2.53447455886478e-06,-9.26324289605848e-10,2.53447455886478,-0.000926324289605848,5.00628677386708,7.49631661264793,2.49002983878085,FALSE,FALSE
"DATA",1736672946,686346054,1707,0,"S4CONVEF1","2025-01-12","09:09:06",23503.168,430.84665,1977.5612,39.1446,55.0018,27.7294,37.6587,0.00409224,12.1183,54.5005,-43.25,-0.513107,15.4636,42,2025-01-12 09:09:06,2025-01-12 09:09:06,"1",0.35,1.27185000000003,0.235200000000077,"S4","Control",1.27185000000003e-06,2.35200000000077e-10,2.3596983629696e-08,4.36373043181679e-12,3.32903517302911e-06,6.15630044971251e-10,3.32903517302911,0.000615630044971251,5.00628677386708,7.49631661264793,2.49002983878085,FALSE,FALSE
"DATA",1736672947,686039924,1711,0,"S4CONVEF1","2025-01-12","09:09:07",23511.805,432.75131,1977.5125,39.1446,55.0018,27.7281,37.6587,0.0040995,12.1175,54.5007,-126.25,-0.513107,15.4636,37,2025-01-12 09:09:07,2025-01-12 09:09:07,"1",0.366666666666667,1.90465999999998,-0.0487000000000535,"S4","Control",1.90465999999998e-06,-4.87000000000535e-11,3.53376819909071e-08,-9.03544523935551e-13,4.98539932591218e-06,-1.27471016964809e-10,4.98539932591218,-0.000127471016964809,5.00628677386708,7.49631661264793,2.49002983878085,FALSE,FALSE
"DATA",1736672948,686039924,1715,0,"S4CONVEF1","2025-01-12","09:09:08",23520.475,434.47565,1977.6746,39.1458,55.0018,27.7252,37.6587,0.00408558,12.1174,54.5005,-30.75,-0.513107,15.464,15,2025-01-12 09:09:08,2025-01-12 09:09:08,"1",0.383333333333333,1.72433999999998,0.162100000000009,"S4","Control",1.72433999999998e-06,1.62100000000009e-10,3.19921553265154e-08,3.00748598213143e-12,4.51341629143439e-06,4.24292645790021e-10,4.51341629143439,0.000424292645790021,5.00628677386708,7.49631661264793,2.49002983878085,FALSE,FALSE
"DATA",1736672949,686039924,1719,0,"S4CONVEF1","2025-01-12","09:09:09",23528.109,436.89847,1977.7052,39.1438,55.0018,27.7232,37.6589,0.00408084,12.1174,54.5007,-30,-0.513107,15.4644,173,2025-01-12 09:09:09,2025-01-12 09:09:09,"1",0.4,2.42282,0.0306000000000495,"S4","Control",2.42282e-06,3.06000000000495e-11,4.49512472993661e-08,5.67730234752406e-13,6.34167000661887e-06,8.00947252387098e-11,6.34167000661887,8.00947252387098e-05,5.00628677386708,7.49631661264793,2.49002983878085,FALSE,FALSE
"DATA",1736672950,686039924,1723,0,"S4CONVEF1","2025-01-12","09:09:10",23534.906,438.49124,1977.7568,39.145,55.0018,27.7203,37.6585,0.0040847,12.1172,54.5009,-36.75,-0.513107,15.4632,200,2025-01-12 09:09:10,2025-01-12 09:09:10,"1",0.416666666666667,1.59277000000003,0.0516000000000076,"S4","Control",1.59277000000003e-06,5.16000000000076e-11,2.95511008498413e-08,9.57349023306573e-13,4.16903514765542e-06,1.35061693539587e-10,4.16903514765542,0.000135061693539587,5.00628677386708,7.49631661264793,2.49002983878085,FALSE,FALSE
"DATA",1736672951,686039924,1727,0,"S4CONVEF1","2025-01-12","09:09:11",23542.072,439.53418,1977.7114,39.1442,55.0018,27.7182,37.6587,0.00410202,12.1174,54.5011,-57,-0.513107,15.4628,128,2025-01-12 09:09:11,2025-01-12 09:09:11,"1",0.433333333333333,1.04293999999999,-0.0454000000001997,"S4","Control",1.04293999999999e-06,-4.54000000001997e-11,1.93499533016899e-08,-8.42318714308201e-13,2.72986904380144e-06,-1.18833350517894e-10,2.72986904380144,-0.000118833350517894,5.00628677386708,7.49631661264793,2.49002983878085,FALSE,FALSE
"DATA",1736672952,686039924,1731,0,"S4CONVEF1","2025-01-12","09:09:12",23550.154,441.44,1977.9108,39.1438,55.0018,27.7191,37.6587,0.0040925,12.1174,54.5013,-43,-0.513107,15.4644,185,2025-01-12 09:09:12,2025-01-12 09:09:12,"1",0.45,1.90582000000001,0.199400000000196,"S4","Control",1.90582000000001e-06,1.99400000000196e-10,3.53592037906564e-08,3.69952316371105e-12,4.98843559654221e-06,5.21924451391785e-10,4.98843559654221,0.000521924451391785,5.00628677386708,7.49631661264793,2.49002983878085,FALSE,FALSE
"DATA",1736672953,686039924,1735,0,"S4CONVEF1","2025-01-12","09:09:13",23555.934,444.48907,1977.9608,39.1438,55.0018,27.7178,37.6587,0.00408639,12.1172,54.5011,-95.5,-0.513304,15.4648,30,2025-01-12 09:09:13,2025-01-12 09:09:13,"1",0.466666666666667,3.04907000000003,0.0499999999999545,"S4","Control",3.04907000000003e-06,4.99999999999545e-11,5.65702361723443e-08,9.2766378227283e-13,7.98086352559478e-06,1.30873734049849e-10,7.98086352559478,0.000130873734049849,5.00628677386708,7.49631661264793,2.49002983878085,FALSE,FALSE
"DATA",1736672954,686039924,1739,0,"S4CONVEF1","2025-01-12","09:09:14",23563.473,446.80856,1978.0714,39.1442,55.0018,27.7145,37.6581,0.00410248,12.1171,54.5013,-104.25,-0.513894,15.4644,96,2025-01-12 09:09:14,2025-01-12 09:09:14,"1",0.483333333333333,2.31948999999997,0.110599999999977,"S4","Control",2.31948999999997e-06,1.10599999999977e-10,4.30341373269188e-08,2.05199228638893e-12,6.07120634783113e-06,2.89492699718468e-10,6.07120634783113,0.000289492699718468,5.00628677386708,7.49631661264793,2.49002983878085,FALSE,FALSE
"DATA",1736672955,685724020,1743,0,"S4CONVEF1","2025-01-12","09:09:15",23568.529,450.06659,1978.1735,39.1446,55.0018,27.7117,37.6579,0.00408775,12.1156,54.5009,-67,-0.513894,15.464,130,2025-01-12 09:09:15,2025-01-12 09:09:15,"1",0.5,3.25803000000002,0.102100000000064,"S4","Control",3.25803000000002e-06,1.02100000000064e-10,6.04471286512223e-08,1.89428944340403e-12,8.52781103493638e-06,2.67244164930202e-10,8.52781103493638,0.000267244164930202,5.00628677386708,7.49631661264793,2.49002983878085,FALSE,FALSE
"DATA",1736672956,685724020,1747,0,"S4CONVEF1","2025-01-12","09:09:16",23574.648,451.71329,1978.2209,39.1438,55.0018,27.7096,37.6581,0.00409083,12.1163,54.5005,-31.75,-0.513894,15.4628,59,2025-01-12 09:09:16,2025-01-12 09:09:16,"1",0.516666666666667,1.64669999999995,0.0473999999999251,"S4","Control",1.64669999999995e-06,4.73999999999251e-11,3.05516790054003e-08,8.79425265594053e-13,4.31019555720152e-06,1.24068299879173e-10,4.31019555720152,0.000124068299879173,5.00628677386708,7.49631661264793,2.49002983878085,FALSE,FALSE
"DATA",1736672957,685724020,1751,0,"S4CONVEF1","2025-01-12","09:09:17",23582.783,452.87418,1978.3588,39.1434,55.0018,27.7084,37.6583,0.00410304,12.1171,54.5005,-60.25,-0.513894,15.4628,52,2025-01-12 09:09:17,2025-01-12 09:09:17,"1",0.533333333333333,1.16089000000005,0.137899999999945,"S4","Control",1.16089000000005e-06,1.37899999999945e-10,2.15383121640747e-08,2.55849671150977e-12,3.03860018242548e-06,3.60949758509668e-10,3.03860018242548,0.000360949758509668,5.00628677386708,7.49631661264793,2.49002983878085,FALSE,FALSE
"DATA",1736672958,685724020,1755,0,"S4CONVEF1","2025-01-12","09:09:18",23590.988,454.62207,1978.4117,39.143,55.0014,27.7067,37.6583,0.00410351,12.117,54.5005,25.75,-0.513894,15.4624,155,2025-01-12 09:09:18,2025-01-12 09:09:18,"1",0.55,1.74788999999998,0.0529000000001361,"S4","Control",1.74788999999998e-06,5.29000000001361e-11,3.24290849679663e-08,9.81468281648071e-13,4.57505782017192e-06,1.38464410625222e-10,4.57505782017192,0.000138464410625222,5.00628677386708,7.49631661264793,2.49002983878085,FALSE,FALSE
"DATA",1736672959,685724020,1759,0,"S4CONVEF1","2025-01-12","09:09:19",23592.809,460.12173,1978.312,39.1487,55.001,27.7059,37.6581,0.00401184,12.1171,54.5005,231.5,-0.513894,15.4608,148,2025-01-12 09:09:19,2025-01-12 09:09:19,"1",0.566666666666667,5.49966000000001,-0.0997000000002117,"S4","Control",5.49966000000001e-06,-9.97000000002117e-11,1.02036707936385e-07,-1.84976158185763e-12,1.43952208041049e-05,-2.6096222569619e-10,14.3952208041049,-0.00026096222569619,5.00628677386708,7.49631661264793,2.49002983878085,FALSE,TRUE
"DATA",1736672960,685724020,1763,0,"S4CONVEF1","2025-01-12","09:09:20",23600.025,466.13052,1978.4821,39.1475,55.001,27.71,37.6579,0.00392027,12.1166,54.5005,27.5,-0.513894,15.4616,25,2025-01-12 09:09:20,2025-01-12 09:09:20,"1",0.583333333333333,6.00878999999998,0.170100000000048,"S4","Control",6.00878999999998e-06,1.70100000000048e-10,1.11482737165764e-07,3.15591218729592e-12,1.57278556884421e-05,4.45232443238115e-10,15.7278556884421,0.000445232443238115,5.00628677386708,7.49631661264793,2.49002983878085,FALSE,TRUE
"DATA",1736672961,685724020,1767,0,"S4CONVEF1","2025-01-12","09:09:21",23606.857,464.13608,1978.3912,39.1442,55.001,27.7059,37.6579,0.00407226,12.1165,54.5005,-154.25,-0.513894,15.4616,43,2025-01-12 09:09:21,2025-01-12 09:09:21,"1",0.6,-1.99444,-0.0908999999999196,"S4","Control",-1.99444e-06,-9.08999999999196e-11,-3.70033950783581e-08,-1.68649275617205e-12,-5.22039620277235e-06,-2.37928448502631e-10,-5.22039620277235,-0.000237928448502631,5.00628677386708,7.49631661264793,2.49002983878085,FALSE,TRUE
"DATA",1736672962,685415983,1771,0,"S4CONVEF1","2025-01-12","09:09:22",23614.646,466.14825,1978.6102,39.143,55.001,27.7014,37.6579,0.0041222,12.1159,54.5005,-79,-0.513894,15.462,201,2025-01-12 09:09:22,2025-01-12 09:09:22,"1",0.616666666666667,2.01217000000003,0.219000000000051,"S4","Control",2.01217000000003e-06,2.19000000000051e-10,3.73323446555528e-08,4.06316736635964e-12,5.26680402886654e-06,5.73226955138993e-10,5.26680402886654,0.000573226955138993,5.00628677386708,7.49631661264793,2.49002983878085,FALSE,FALSE
"DATA",1736672963,685415983,1775,0,"S4CONVEF1","2025-01-12","09:09:23",23621.488,469.46979,1978.6506,39.1425,55.001,27.7014,37.6579,0.00413658,12.1162,54.5005,-115,-0.513894,15.462,128,2025-01-12 09:09:23,2025-01-12 09:09:23,"1",0.633333333333333,3.32153999999997,0.0403999999998632,"S4","Control",3.32153999999997e-06,4.03999999998632e-11,6.16254471874654e-08,7.49552336074591e-13,8.69404685192653e-06,1.05745977112016e-10,8.69404685192653,0.000105745977112016,5.00628677386708,7.49631661264793,2.49002983878085,FALSE,FALSE
"DATA",1736672964,685415983,1779,0,"S4CONVEF1","2025-01-12","09:09:24",23627.883,471.80569,1978.8597,39.1425,55.001,27.6977,37.6579,0.00413751,12.1162,54.5005,-72.25,-0.513894,15.4624,47,2025-01-12 09:09:24,2025-01-12 09:09:24,"1",0.65,2.33590000000004,0.209100000000035,"S4","Control",2.33590000000004e-06,2.09100000000035e-10,4.33385965802622e-08,3.87948993746915e-12,6.1141591073465e-06,5.47313955797057e-10,6.1141591073465,0.000547313955797057,5.00628677386708,7.49631661264793,2.49002983878085,FALSE,FALSE
"DATA",1736672965,685415983,1783,0,"S4CONVEF1","2025-01-12","09:09:25",23634.357,474.59354,1978.6948,39.1421,55.001,27.6956,37.6579,0.00412263,12.1161,54.5005,-14,-0.513894,15.462,77,2025-01-12 09:09:25,2025-01-12 09:09:25,"1",0.666666666666667,2.78784999999999,-0.164899999999989,"S4","Control",2.78784999999999e-06,-1.64899999999989e-10,5.17237495082331e-08,-3.05943515393837e-12,7.29712678942404e-06,-4.31621574896764e-10,7.29712678942404,-0.000431621574896765,5.00628677386708,7.49631661264793,2.49002983878085,FALSE,FALSE
"DATA",1736672966,685415983,1787,0,"S4CONVEF1","2025-01-12","09:09:26",23639.656,476.6716,1978.9425,39.1409,55.001,27.6948,37.6579,0.0041286,12.1158,54.5005,-72.5,-0.513894,15.4628,158,2025-01-12 09:09:26,2025-01-12 09:09:26,"1",0.683333333333333,2.07805999999999,0.247700000000123,"S4","Control",2.07805999999999e-06,2.47700000000123e-10,3.85548199878325e-08,4.59564637738606e-12,5.43926943559751e-06,6.48348478483862e-10,5.43926943559751,0.000648348478483862,5.00628677386708,7.49631661264793,2.49002983878085,FALSE,FALSE
"DATA",1736672967,685415983,1791,0,"S4CONVEF1","2025-01-12","09:09:27",23645.332,479.16089,1979.0479,39.1417,55.001,27.6931,37.6575,0.00413044,12.1164,54.5005,-12.25,-0.513894,15.462,214,2025-01-12 09:09:27,2025-01-12 09:09:27,"1",0.7,2.48928999999998,0.105399999999918,"S4","Control",2.48928999999998e-06,1.05399999999918e-10,4.61844835315203e-08,1.95551525303138e-12,6.51565354866484e-06,2.75881831377117e-10,6.51565354866484,0.000275881831377117,5.00628677386708,7.49631661264793,2.49002983878085,FALSE,FALSE
"DATA",1736672968,685415983,1795,0,"S4CONVEF1","2025-01-12","09:09:28",23650.016,482.75421,1979.1599,39.1417,55.001,27.6919,37.6575,0.00411663,12.1155,54.5005,-91.75,-0.513894,15.4616,28,2025-01-12 09:09:28,2025-01-12 09:09:28,"1",0.716666666666667,3.59332000000001,0.11200000000008,"S4","Control",3.59332000000001e-06,1.1200000000008e-10,6.66678564423929e-08,2.07796687229451e-12,9.40542412072862e-06,2.93157164272138e-10,9.40542412072863,0.000293157164272138,5.00628677386708,7.49631661264793,2.49002983878085,FALSE,FALSE
"DATA",1736672969,685415983,1799,0,"S4CONVEF1","2025-01-12","09:09:29",23655.572,486.78851,1979.3976,39.1417,55.001,27.6898,37.6579,0.00411891,12.116,54.5007,-41.25,-0.513894,15.462,217,2025-01-12 09:09:29,2025-01-12 09:09:29,"1",0.733333333333333,4.03429999999997,0.237699999999904,"S4","Control",4.03429999999997e-06,2.37699999999904e-10,7.48494799365332e-08,4.41011362092727e-12,1.05596781055556e-05,6.22173731673297e-10,10.5596781055556,0.000622173731673297,5.00628677386708,7.49631661264793,2.49002983878085,FALSE,FALSE
"DATA",1736672970,685098886,1803,0,"S4CONVEF1","2025-01-12","09:09:30",23659.953,489.83832,1979.5811,39.1421,55.001,27.6882,37.6579,0.00411308,12.1157,54.5013,-32.75,-0.513894,15.4616,25,2025-01-12 09:09:30,2025-01-12 09:09:30,"1",0.75,3.04981000000004,0.183500000000095,"S4","Control",3.04981000000004e-06,1.83500000000095e-10,5.65839655963221e-08,3.40452608094614e-12,7.98280045685874e-06,4.8030660396363e-10,7.98280045685874,0.00048030660396363,5.00628677386708,7.49631661264793,2.49002983878085,FALSE,FALSE
